"Outcome
Timeframe",Study results and measurements,"Comparator
Artemether + lumefantrine","Intervention
Dihydroartemisinin +
piperaquine","Certainty of the
evidence
(Quality of evidence)"
Facial oedema,"Based on data from 384
participants in 1 studies.
(Randomized controlled)","0
per 1000
Difference:","0
per 1000
0 fewer per 1000","Low
Due to serious risk of
bias and serious
imprecision 19"
"1. Risk of Bias: no serious. All but one of the trials were open label; however, we did not downgrade for this outcome..
Inconsistency: no serious. The finding is consistent across all trials. Statistical heterogeneity is low.. Indirectness: no
serious. The trials were conducted mainly in children in Africa; few trials in Asia or in adults.. Imprecision: serious. No
statistically significant difference was detected between treatments; however the sample size does not exclude the possibility
of rare but clinically important differences..
2, 3, 5, 7, 12, 13, 18. Risk of Bias: serious. The majority of trials were open label.. Inconsistency: no serious. The finding is
consistent across all trials. Statistical heterogeneity is low.. Indirectness: no serious. The trials were conducted mainly in
children in Africa; few trials in Asia or in adults.. Imprecision: no serious. No effect found, and the CIs around the absolute
effects exclude clinically important differences..
4. Risk of Bias: serious. Downgraded by 1 for risk of bias: The majority of trials were open label.. Inconsistency: no
serious. No serious inconsistency: The finding is consistent across all trials. Statistical heterogeneity is low.. Indirectness: no
serious. No serious indirectness: The trials were conducted mainly in children in Africa; few trials in Asia or in adults..
Imprecision: serious. Downgraded by 1 for serious imprecision: There are limited data..
6. Risk of Bias: serious. The majority of trials were open label.. Inconsistency: no serious. The finding is consistent across
all trials. Statistical heterogeneity is low.. Indirectness: no serious. The trials were conducted mainly in children in Africa; few
trials in Asia or in adults.. Imprecision: serious. The result does not reach statistical significance..
8. Risk of Bias: serious. The majority of trials were open label.. Inconsistency: no serious. The finding is consistent across
all trials. Statistical heterogeneity is low.. Indirectness: no serious. The trials were conducted mainly in children in Africa; few
trials in Asia or in adults.. Imprecision: serious. The result does not reach statistical significance..
9. Risk of Bias: serious. The majority of trials were open label.. Inconsistency: no serious. The finding is consistent across
all trials. Statistical heterogeneity is low.. Indirectness: no serious. The trials were conducted mainly in children in Africa; few
trials in Asia or in adults.. Imprecision: serious. There are limited data..
10. Risk of Bias: serious. The majority of trials were open label.. Indirectness: no serious. The trials were conducted mainly
in children in Africa; few trials in Asia or in adults.. Imprecision: serious. There are limited data..
11, 19. Risk of Bias: serious. The majority of trials were open label.. Inconsistency: no serious. The finding is consistent
across all trials. Statistical heterogeneity is low.. Indirectness: no serious. The trials were conducted mainly in children in
Africa; few trials in Asia or in adults.. Imprecision: serious. There are limited data..
14. Risk of Bias: no serious. All but one of the trials were open label; however, we did not downgrade for this outcome..
Inconsistency: no serious. The finding is consistent across all trials. Statistical heterogeneity is low.. Indirectness: no
serious. The trials were conducted mainly in children in Africa; few trials in Asia or in adults.. Imprecision: serious. The result
does not reach statistical significance..
15, 16, 17. Risk of Bias: serious. This trial was unblinded. Only a few of the recorded prolonged QT intervals were registered
as adverse events, which removed the statistical significance. The reasons for this are unclear.. Inconsistency: no serious.
Indirectness: no serious. This single trial was conducted in children in Burkina Faso, Kenya, Mozambique, Uganda and
Zambia.. Imprecision: serious. The result does not reach statistical significance..",,,,
