"Outcome
Timeframe","Study results and
measurements","Comparator
Placebo emanators","Intervention
Spatial emanators","Certainty of the
evidence
(Quality of evidence)",Summary
"Adverse effects
in people","Relative risk 0.96
(CI 95% 0.77 — 1.2)
Based on data from 7,720
participants in 4 studies.
(Randomized controlled)","295
per 1000
Difference:","12 fewer
68 fewer — 59
more","Moderate
Due to serious
imprecision 6","Spatial emanators may
have little or no difference
on adverse effects"
"1. Inconsistency: serious. There is considerable heterogeneity (I2 = 92%, Chi2= 39.72 (p < 0.001)). However, this is largely
explained by the difference in coverage in the included trials. Subgroup analysis for coverage ≥80%, <80% and ‘coverage not
reported’ further clarifies the effect size. Note that coverage described here is the number of households with the appropriate
number of spatial emanators. The 80% cutoff was chosen a priori as an estimate of full coverage and is not representative of a
threshold for impact of the spatial emanators (see below). Imprecision: serious. Confidence intervals are wide (ranging from 903
fewer cases to 103 more cases for every 1000 participant years experienced). This may cross an important decision-making
threshold and has crossed the null. The imprecision is in part explained by the difference in effect due to variations in intervention
coverage; therefore, we are rating down for imprecision by one level.
2. Imprecision: serious. The confidence intervals ranged from 98 fewer cases to 262 more cases for every 1000 participant years
experienced. They may have crossed an important decision-making threshold as they have crossed the null.
3. Imprecision: very serious. Confidence intervals are very wide (ranging from 1966.3 fewer cases to 8210.92 more cases for
every 1000 participant years experienced). This may cross many important decision-making thresholds and has crossed the null,
Wide confidence intervals.
4. Imprecision: serious. Confidence intervals are wide (ranging from 2 fewer cases to 21 more cases for every 1000 patients).
This may cross important decision-making thresholds, Wide confidence intervals.
5. Imprecision: very serious. As the only study contributing data towards this outcome has provided an adjusted analysis without
raw values, estimations regarding event rates and absolute effects are not possible.
6. Imprecision: serious. Confidence intervals were wide (ranging from 68 fewer cases to 59 more cases for every 1000 patients
treated). This may cross important decision-making thresholds and has crossed the null, Wide confidence intervals.",,,,,
