"The intervention was deemed largely acceptable to end-users and feasible to deploy, although deployment efficiency may be",Col1,Col2
improved by harmonizing routine ITN deployments and community health efforts with deployment of the intervention. Equity was,,
"thought to probably increase with the use of spatial emanators, with some evidence that non-users within buffer zones also have",,
"increased protection against mosquito bites. The cost-effectiveness of the intervention, in its capacity to reduce disease burden,",,
"requires further investigation under different deployment models, with and without background interventions.",,
