Outcome Timeframe,Study results and measurements,Comparator Pyrethroid-only nets for prevention of malaria,Intervention Pyrethroid- pyriproxyfen nets for prevention of malaria,Certainty of the evidence (Quality of evidence),Summary
Malaria case incidence (overall),"Rate ratio 0.9 (CI 95% 0.73 -1.13) Based on data from 63,163 participants in 3 studies. (Randomized controlled)","1,037 per 1000 Difference:",929 per 1000 104 fewer per 1000 ( CI 95% 280 fewer -135 more ),Low,"2000-person years (3 RCTs); Length of time observed: 5 months to 24 months; Based on data from at least 63,163 participants (2 studies); Absolute calculation performed manually as GRADEPro cannot calculate using IRR."
