Outcome Timeframe,Study results and measurements,Comparator No IRS,Intervention IRS,Certainty of the evidence (Quality of evidence),Summary
"Malaria,",Rate ratio 0.9 (CI 95% 0.7 -1.16),139,138,Very low Due to serious risk,The evidence is very uncertain about the effect
