"Outcome
Timeframe",Study results and measurements,"Comparator
Quinine","Intervention
Artemether","Certainty of the
evidence
(Quality of evidence)"
,"participants in 4 studies.
(Randomized controlled)",Difference:,"85 fewer per 1000
( CI 95% 121 fewer —
35 fewer )",imprecision 1
"Neurological
sequelae at
discharge","Relative risk 2.92
(CI 95% 0.31 — 27.86)
Based on data from 560
participants in 1 studies.
(Randomized controlled)","4
per 1000
Difference:","12
per 1000
8 more per 1000
( CI 95% 3 fewer —
107 more )","Moderate
Due to serious
imprecision 2"
"Coma resolution
time","Based on data from 683
participants in 3 studies.
(Randomized controlled)",Not pooled.,,"Low
Due to serious
inconsistency and
serious imprecision 3"
"Parasite clearance
time","Based on data from 716
participants in 4 studies.",Not pooled.,,"Moderate
Due to serious
imprecision 4"
"Fever clearance
time","Based on data from 716
participants in 4 studies.",Not pooled.,,"Moderate
Due to serious
imprecision 5"
"1. Risk of Bias: no serious. The trials were generally well conducted and with low risk of bias. Inconsistency: no serious.
Statistically significant differences were seen in only one of the four studies; however, statistical heterogeneity among the trials
was low, and the results of the meta-analysis are statistically significant. Indirectness: no serious. All four trials compared
intramuscular artemether with intravenous quinine in adults: two studies in Thailand, one each in Papua New Guinea and Viet
Nam. Imprecision: serious. These trials and the meta-analysis had inadequate power to detect a difference in mortality or to
prove equivalence.
2. Risk of Bias: no serious. This single trial had a low risk of bias. Imprecision: serious. Neurological sequelae in adults
were uncommon. This trial had inadequate power to detect or exclude clinically important differences.
3. Risk of Bias: no serious. The trials were generally well conducted and with low risk of bias. Inconsistency: serious. One
trial found a shorter median coma resolution time with quinine, and one trial found no difference; the third trial reported mean
coma recovery time incompletely. Imprecision: serious. The data could not be pooled.
4. Risk of Bias: no serious. The trials were generally well conducted and with low risk of bias. Inconsistency: no serious.
The two largest studies both found shorter median clearance times with artemether. Indirectness: no serious. All four trials
compared intramuscular artemether with intravenous quinine in adults: two studies in Thailand, one each in Papua New
Guinea and Viet Nam. Imprecision: serious. The data could not be pooled.
5. Risk of Bias: no serious. The trials were generally well conducted and with low risk of bias. Inconsistency: no serious.
One trial found a shorter median fever clearance time with quinine, and two trials found a shorter time with artemether.
Indirectness: no serious. All four trials compared intramuscular artemether with intravenous quinine in adults: two studies in
Thailand, one each in Papua New Guinea and Viet Nam. Imprecision: serious. The data could not be pooled.",,,,
