Outcome Timeframe,Study results and measurements,Comparator no treatment plus CQ,Intervention TQ plus CQ,Certainty of the evidence (Quality of evidence),Summary
,,,,Philippines and Brazil. CQ was given in the standard adult dose to all participants. Downgraded two levels for serious imprecision (wide CI of risk estimate). 2,
Any adverse event,Relative risk 0.96 (CI 95% 0.81 -1.13),567 per 1000 Difference:,544 per 1000 23 fewer per 1000 ( CI 95% 459 fewer -641 more ),High 3,TQ + CQ probably has little or no difference in overall occurrence of adverse events compared to CQ alone.
