Outcome Timeframe,Study results and measurements,Comparator Artemether + lumefantrine,Intervention Dihydroartemisinin + piperaquine,Certainty of the evidence (Quality of evidence)
Facial oedema,Based on data from 384 participants in 1 studies. (Randomized controlled),0 per 1000 Difference:,0 per 1000 0 fewer per 1000,Low Due to serious risk of bias and serious imprecision 19
