"Outcome
Timeframe","Study results and
measurements","Comparator
No TTaT","Intervention
Targeted testing and
treatment","Certainty of the
evidence
(Quality of evidence)",Summary
"6 weeks -
Prevalence
(group targeted
by intervention)","Relative risk 0.43
(CI 95% 0.33 — 0.55)
Based on data from 1,317
participants in 1 studies.
(Observational (non-
randomized))","255
per 1000
Difference:","110
per 1000
145 fewer per
1000
( CI 95% 171 fewer
— 115 fewer )","Moderate
Due to serious risk
of bias, serious
imprecision, and
large magnitude of
effect 6","TTAT reduces the
prevalence of malaria
among the group targeted
by intervention at six
weeks."
"1. Risk of Bias: serious. Outcome not measured in control arm. Inconsistency: no serious. Indirectness: no serious.
Imprecision: no serious. Outcome not measured in control arm.
2. Risk of Bias: serious. High risk of bias for domain 5 of RoB2 assessment - Selection of reported result. Study assessed
incidence of malaria; episodes of malaria and accounted for repeat illnesses, but did not assess number of children in intervention
and control arms that had malaria. Incidence was instead categorized by all episodes, episodes after first fever and repeat malaria
and prevalence or number of clinical cases was not reported. Conducted a multi-level poisson to calculate incidence and rate
ratios for comparison in study arms, but did not perform a generalized model accounting for potential demographics and
confounders to assess risk of malaria infection in study arms. Incidence among high-risk population within the community used as
a surrogate for community level impact. Inconsistency: no serious. Indirectness: no serious. Incidence among high-risk
population within the community used as a surrogate for community level impact. Imprecision: no serious.
3, 5. Inconsistency: no serious. Indirectness: no serious. Imprecision: serious. Absolute effect estimates both appreciable
risk and appreciable benefit.
4. Inconsistency: no serious. Indirectness: no serious. Imprecision: serious. Imprecision due to wide confidence intervals;
crude data used for mortality unadjusted for additional criteria or potential confounders. Absolute effect estimates both appreciable
risk and appreciable benefit.
6. Risk of Bias: serious. Moderate risk of bias in D7 of ROBINS-I, bias in selection of the reported result. Inconsistency: no
serious. Indirectness: no serious. Imprecision: serious. Absolute effect estimates both appreciable risk and appreciable
benefit. Upgrade: large magnitude of effect.",,,,,
