Outcome Timeframe,Study results and measurements,Comparator ACT,Intervention ACT + primaquine,Certainty of the evidence (Quality of evidence),Summary
Mean percentage change in haemoglobin (Hb) 7,Based on data from 101 participants in 1 studies. (Randomized controlled),,,Low Due to very serious indirectness 8,ACT: 15% mean drop in Hb from baseline in the control group. ACT + primaquine: Mean drop in Hb from baseline in the intervention groups was 3% lower (10% lower to 4% higher).
