"Outcome
Timeframe","Study results and
measurements","Comparator
no MDA","Intervention
Mass drug
administration
(MDA)","Certainty of the
evidence
(Quality of evidence)",Summary
,"6,911 participants in 1
studies. (Randomized
controlled)",Difference:,"2 more per 1000
( CI 95% 1 fewer
— 8 more )",,between 4-12 months
"1. Risk of Bias: serious. High risk of bias in all included studies. Inconsistency: serious. Completely non-overlapping
confidence intervals. Indirectness: no serious. Imprecision: no serious. Publication bias: no serious.
2. Risk of Bias: serious. High or unclear risk of bias in some/ all studies. Inconsistency: serious. Completely non-
overlapping confidence intervals; I-squared 84%. Indirectness: no serious. Imprecision: no serious. Publication bias: no
serious.
3, 4. Risk of Bias: very serious. High risk of bias in all included studies.
5, 6. Risk of Bias: very serious. High risk of bias in all included studies. Inconsistency: serious. Completely non-
overlapping confidence intervals. Indirectness: no serious. Imprecision: no serious. Publication bias: no serious.
7. Risk of Bias: serious. High or unclear risk of bias in some/ all studies. Inconsistency: serious. I-squared 74%.
Indirectness: no serious. Imprecision: no serious. Publication bias: no serious.
8, 9, 11, 13. Risk of Bias: very serious. High risk of bias in all included studies. Inconsistency: no serious. Indirectness:
no serious. Imprecision: no serious. Publication bias: no serious.
10. Risk of Bias: serious. High or unclear risk of bias in some/ all studies. Inconsistency: serious. I-squared 52%.
Indirectness: no serious. Imprecision: serious. Wide confidence interval; include both null effect and appreciable risk/
benefit. Publication bias: no serious.
12. Risk of Bias: serious. High risk of bias in all included studies. Inconsistency: no serious. Indirectness: no serious.
Imprecision: serious. Wide confidence interval; include both null effect and appreciable risk/ benefit. Publication bias: no
serious.
14, 15. Inconsistency: no serious. Indirectness: no serious. Imprecision: serious. Wide confidence interval; include both
null effect and appreciable risk/ benefit. Publication bias: no serious.",,,,,
