0,1
Benefits and harms,"An updated systematic review (Stone et al unpublished evidence ) investigated the impact of residual surface treatment (RST) of insecticides on malaria compared to no vector control intervention. RST could be applied indoors or outdoors to parts of the wall/ceiling or to its entirety, and involve different delivery methods. The current best practice in this area is IRS (see section 4.1.1). Only studies on the impact of IRS against malaria could be identified; no studies were identified on outdoor applications or applying treatments in other ways. Ten studies of IRS from Africa and Asia were included in the review: five cluster-randomized controlled trials (cRCTs), one quasi-experimental study and four controlled before- and-after studies. The systematic review of these studies reported little or no effect of IRS on malaria incidence compared"
