Outcome Timeframe,Study results and measurements,Comparator No screening,Intervention Screening,Certainty of the evidence (Quality of evidence),Summary
Clinical malaria incidence,Relative risk 0.38 (CI 95% 0.18 -0.82),91,35,Low Due to serious risk,Screening of houses may reduce clinical P.
