Outcome Timeframe,Study results and measurements,Comparator Placebo emanators,Intervention Spatial emanators,Certainty of the evidence (Quality of evidence),Summary
Adverse effects in people,"Relative risk 0.96 (CI 95% 0.77 -1.2) Based on data from 7,720 participants in 4 studies. (Randomized controlled)",295 per 1000 Difference:,12 fewer 68 fewer -59 more,Moderate Due to serious imprecision 6,Spatial emanators may have little or no difference on adverse effects
