Outcome Timeframe,Study results and measurements,Comparator PQ plus CQ,Intervention TQ plus CQ,Certainty of the evidence (Quality of evidence),Summary
Any adverse event,Relative risk 1.01 (CI 95% 0.89 -1.14),591 per 1000,597 per 1000 ( CI 95% 526 fewer -674 more ),High 3,TQ + CQ probably has little or no difference in adverse events (any type) compared to standard - dose PQ + CQ.
