Outcome Timeframe,Study results and measurements,Comparator Artesunate + mefloquine,Intervention Dihydroartemisinin + piperaquine,Certainty of the evidence (Quality of evidence)
63 days,"Based on data from 2,500 participants in 5 studies. (Randomized controlled)",per 1000 Difference:,per 1000 15 fewer per 1000 ( CI 95% 21 fewer-5 fewer ),inconsistency 8
