"Outcome
Timeframe","Study results and
measurements","Comparator
Pyrethroid-only
LLINs","Intervention
Pyrethroid-PBO ITNs","Certainty of the
evidence
(Quality of evidence)",Summary
"Parasite
prevalence - 4 to
6 months","Odds ratio 0.74
(CI 95% 0.62 — 0.89)
Based on data from
11,582 participants in 2
studies. (Randomized
controlled)","254
per 1000
Difference:","201
per 1000
53 fewer per 1000
( CI 95% 80 fewer
— 21 fewer )",High,"Pyrethroid‐PBO ITNs
reduce malaria parasite
prevalence in areas of
high insecticide resistance
at 4‐ to 6‐month follow‐up
compared to pyrethroid-
only LLINs."
,,,,,
