Outcome Timeframe,Study results and measurements,Comparator No RDA,Intervention Reactive drug administration,Certainty of the evidence (Quality of evidence),Summary
,,"the RDA arm and not from the comparison or RACD arm. In the Zambia trial comparing RDA using dihydroartemisinin-piperaquine (DP) with RACD using artemether-lumefantrine (AL), 123 (6.9%) mild AEs occurred in 1,775 people treated with DP (Bridges 2021); all resolved. In the Namibia trial (Hsiang 2020) of RDA with AL compared to RACD with AL, 17 of 4,247 treated participants (0.4%) in the RDA arm experienced an AE versus 1 participant of 98 (1.0%) treated in the RACD arm; 11 AEs were considered unrelated, 6 possibly related, and 6 probably related. In The Gambia (Okebe 2021), 75 AEs (7.6%) among 979 participants receiving DP in the RDA arm reported AEs; 69 were considered mild and 6 moderate. In Eswati, 68 (3.8%) of 1,776 participants receiving RDA with DP experienced AEs; 54 were rated as mild and 14 as moderate.","the RDA arm and not from the comparison or RACD arm. In the Zambia trial comparing RDA using dihydroartemisinin-piperaquine (DP) with RACD using artemether-lumefantrine (AL), 123 (6.9%) mild AEs occurred in 1,775 people treated with DP (Bridges 2021); all resolved. In the Namibia trial (Hsiang 2020) of RDA with AL compared to RACD with AL, 17 of 4,247 treated participants (0.4%) in the RDA arm experienced an AE versus 1 participant of 98 (1.0%) treated in the RACD arm; 11 AEs were considered unrelated, 6 possibly related, and 6 probably related. In The Gambia (Okebe 2021), 75 AEs (7.6%) among 979 participants receiving DP in the RDA arm reported AEs; 69 were considered mild and 6 moderate. In Eswati, 68 (3.8%) of 1,776 participants receiving RDA with DP experienced AEs; 54 were rated as mild and 14 as moderate.",event reporting only in the RDA arm; in three of the four studies no adverse events were reported from the comparison arm receiving RACD. We are unable to calculate an effect measure for AEs since they were measured in most studies only in the RDA arm,
