Outcome Timeframe,Study results and measurements,Comparator Quinine,Intervention Artemether,Certainty of the evidence (Quality of evidence)
,(Randomized controlled),3.73 h shorter in the intervention groups (6.55 0.92 h shorter).,3.73 h shorter in the intervention groups (6.55 0.92 h shorter).,bias and serious inconsistency 5
