Outcome Timeframe,Study results and measurements,Comparator No RACDT,Intervention Reactive case detection and treatment,Certainty of the evidence (Quality of evidence),Summary
,"2020(23)) of RACD with AL compared to RDA with AL, the authors reported that 1 participant of 98 (1.0%) treated in the RACD arm experienced an AE compared to 17 of 4,247 treated participants (0.4%) in the RDA arm; 11 AEs were considered unrelated, 6 possibly related, and 6 probably related. In the Eswati trial (Vilakati 2021(18)), no AEs were reported from participants who received AL in the RACD arm and 68 (3.8%) of 1,776 participants receiving RDA with DP were reported to experience AEs; 54 were rated as mild","2020(23)) of RACD with AL compared to RDA with AL, the authors reported that 1 participant of 98 (1.0%) treated in the RACD arm experienced an AE compared to 17 of 4,247 treated participants (0.4%) in the RDA arm; 11 AEs were considered unrelated, 6 possibly related, and 6 probably related. In the Eswati trial (Vilakati 2021(18)), no AEs were reported from participants who received AL in the RACD arm and 68 (3.8%) of 1,776 participants receiving RDA with DP were reported to experience AEs; 54 were rated as mild","2020(23)) of RACD with AL compared to RDA with AL, the authors reported that 1 participant of 98 (1.0%) treated in the RACD arm experienced an AE compared to 17 of 4,247 treated participants (0.4%) in the RDA arm; 11 AEs were considered unrelated, 6 possibly related, and 6 probably related. In the Eswati trial (Vilakati 2021(18)), no AEs were reported from participants who received AL in the RACD arm and 68 (3.8%) of 1,776 participants receiving RDA with DP were reported to experience AEs; 54 were rated as mild",,
