"Outcome
Timeframe","Study results and
measurements","Comparator
Placebo or no
intervention","Intervention
Therapeutic courses
of an antimalarial
medicine","Certainty of the
evidence
(Quality of evidence)",Summary
"Drug-related
adverse events
(safety)
8 Critical","Based on data from 0
participants in 3 studies.
(Randomized controlled)","Monthly SP was well tolerated. Minor
symptoms recorded during the 30 days
after the administration of each
treatment were similar in the SP and
placebo groups. The proportion of
participants who vomited DHAP at least
once within 60 minutes after drug intake
was higher (12.4%) compared to
placebo (3.8%), but no participant
stopped the study medicine. DHAP was
associated with an 18.6ms (95% CI:
15.6–21.8) increase in the QTc interval
(Fridericia correction) after the third dose
of each course (n = 33, all
asymptomatic). All events of QTc
(Fridericia’s method for rate correction)
prolongation were asymptomatic. None
of the children in the DHAP group had
QTc values of more than 500 ms.",,"Moderate
Due to serious
indirectness 12","Therapeutic courses of an
antimalarial medicine
probably result in little to
no difference in the risk of
drug-related adverse
events (safety). Most
adverse events are minor."
"1, 2, 4, 6, 8, 10. Inconsistency: no serious. Indirectness: no serious. Imprecision: serious. The range of effect includes the
null. Publication bias: no serious.
3. Inconsistency: serious. Considerable heterogeneity with I-squared = 87%. Indirectness: no serious. Imprecision: no
serious. Publication bias: no serious.
5. Inconsistency: serious. Substantial heterogeneity with I-squared = 69%. Indirectness: no serious. Imprecision: no serious.
Publication bias: no serious.
7. Inconsistency: serious. Considerable heterogeneity with I-squared = 93%. Indirectness: no serious. Imprecision: no
serious. Publication bias: no serious.
9, 11. Inconsistency: serious. Substantial heterogeneity with I-squared = 71%. Indirectness: no serious. Imprecision: no
serious. Publication bias: no serious.
12. Inconsistency: no serious. Indirectness: serious. ECG monitoring was conducted in a nested cardiac monitoring study
involving 33 children receiving DHAP (one study). Imprecision: no serious. Publication bias: no serious.",,,,,
