Outcome Timeframe,Study results and measurements,Comparator Placebo or no intervention,Intervention Therapeutic courses of an antimalarial medicine,Certainty of the evidence (Quality of evidence),Summary
Drug-related adverse events (safety) 8 Critical,Based on data from 0 participants in 3 studies. (Randomized controlled),"Monthly SP was well tolerated. Minor symptoms recorded during the 30 days after the administration of each treatment were similar in the SP and placebo groups. The proportion of participants who vomited DHAP at least once within 60 minutes after drug intake was higher (12.4%) compared to placebo (3.8%), but no participant stopped the study medicine. DHAP was associated with an 18.6ms (95% CI: 15.6-21.8) increase in the QTc interval (Fridericia correction) after the third dose of each course (n = 33, all asymptomatic). All events of QTc (Fridericia's method for rate correction)","Monthly SP was well tolerated. Minor symptoms recorded during the 30 days after the administration of each treatment were similar in the SP and placebo groups. The proportion of participants who vomited DHAP at least once within 60 minutes after drug intake was higher (12.4%) compared to placebo (3.8%), but no participant stopped the study medicine. DHAP was associated with an 18.6ms (95% CI: 15.6-21.8) increase in the QTc interval (Fridericia correction) after the third dose of each course (n = 33, all asymptomatic). All events of QTc (Fridericia's method for rate correction)",Moderate Due to serious indirectness 12,Therapeutic courses of an antimalarial medicine probably result in little to no difference in the risk of drug-related adverse events (safety). Most adverse events are minor.
