Outcome Timeframe,Study results and measurements,Comparator No TTaT,Intervention Targeted testing and treatment,Certainty of the evidence (Quality of evidence),Summary
6 weeks - Prevalence (group targeted by intervention),"Relative risk 0.43 (CI 95% 0.33 -0.55) Based on data from 1,317 participants in 1 studies. (Observational (non- randomized))",255 per 1000 Difference:,110 per 1000 145 fewer per 1000 ( CI 95% 171 fewer -115 fewer ),"Moderate Due to serious risk of bias, serious imprecision, and large magnitude of effect 6",TTAT reduces the prevalence of malaria among the group targeted by intervention at six weeks.
