Outcome Timeframe,Study results and measurements,Comparator Quinine,Intervention Artemether,Certainty of the evidence (Quality of evidence)
,participants in 4 studies. (Randomized controlled),Difference:,85 fewer per 1000 ( CI 95% 121 fewer- 35 fewer ),imprecision 1
Neurological sequelae at discharge,Relative risk 2.92 (CI 95% 0.31 -27.86) Based on data from 560 participants in 1 studies. (Randomized controlled),4 per 1000 Difference:,12 per 1000 8 more per 1000 ( CI 95% 3 fewer- 107 more ),Moderate Due to serious imprecision 2
Coma resolution time,Based on data from 683 participants in 3 studies. (Randomized controlled),,pooled.,Low Due to serious inconsistency and serious imprecision 3
Parasite clearance time,Based on data from 716 participants in 4 studies.,Not pooled.,Not pooled.,Moderate Due to serious imprecision 4
Fever clearance time,Based on data from 716 participants in 4 studies.,,pooled.,Moderate Due to serious imprecision 5
