Outcome Timeframe,Study results and measurements,Comparator no MDA,Intervention Mass drug administration (MDA),Certainty of the evidence (Quality of evidence),Summary
1-3 months - Prevalence - NRS,"Relative risk 0.18 (CI 95% 0.1 -0.33) Based on data from 1,024 participants in 2 studies. (Observational (non-randomized))",231 per 1000 Difference:,42 per 1000 189 fewer per 1000 ( CI 95% 208 fewer -155,"Very low Due to serious risk of bias, Due to serious inconsistency 1",The evidence is very uncertain about the effect of MDA on P. vivax prevalence between 1-3 months
