Outcome Timeframe,Study results and measurements,Comparator Untreated nets or curtains,Intervention Pyrethroid-only nets or curtains,Certainty of the evidence (Quality of evidence),Summary
Any Plasmodium spp. prevalence,Relative risk 0.17 (CI 95% 0.05 -0.53) Based on data from 691 participants in 1 studies. (Randomized controlled),104 per 1000 Difference:,18 per 1000 86 fewer per 1000 ( CI 95% 99 fewer -49 fewer ),"Very low Due to serious imprecision, Due to very serious indirectness 6",The evidence is very uncertain about the effect of pyrethroid-only nets or curtains on Plasmodium prevalence compared to untreated nets or curtains.
