Outcome Timeframe,Study results and measurements,Comparator Placebo,Intervention Rectal artesunate,Certainty of the evidence (Quality of evidence)
All-cause mortality 7-30 days,"Relative risk 2.21 (CI 95% 1.18 -4.15) Based on data from 4,018 participants in 1 studies. (Randomized controlled)",7 per 1000 Difference:,15 per 1000 8 more per 1000 ( CI 95% 1 more -22 more ),Low Due to serious inconsistency and serious imprecision 1
